douban_film_id,title,page_number,rank_within_list,douban_rating,douban_votes,friend_rating,friend_rating_count,imdb_id
1291832,低俗小说 Pulp Fiction,4,78,8.9,921395,9.0,121,tt0110912
1296963,日落黄沙 The Wild Bunch,4,79,8.2,13372,8.2,22,tt0065214
1303557,维莉蒂安娜 Viridiana,4,80,8.6,8168,9.1,28,tt0055601
1303562,死囚越狱 Un Condamné à mort s'est échappé,4,81,8.5,22170,9.4,34,tt0049902
1293749,生活多美好 It's a Wonderful Life,4,82,9.2,111936,8.9,46,tt0038650
1295134,双虎屠龙 The Man Who Shot Liberty Valance,4,83,8.2,6268,8.1,19,tt0056217
1293234,第七封印 Det sjunde inseglet,4,84,8.5,60292,9.0,49,tt0050976
1303573,山椒大夫,4,85,8.1,6982,7.9,22,tt0047445
1292225,闪灵 The Shining,4,86,8.3,561519,8.5,103,tt0081505
1300955,同流者 Il conformista,4,87,8.6,14922,8.7,43,tt0065571
1303559,扒手 Pickpocket,4,88,8.3,24200,8.5,47,tt0053168
1299214,伟大的安巴逊 The Magnificent Ambersons,4,89,7.4,2349,8.0,10,tt0035015
1298697,蓝丝绒 Blue Velvet,4,90,7.6,52228,8.4,54,tt0090756
1294941,大白鲨 Jaws,4,91,7.8,111220,8.0,57,tt0073195
1293037,纳什维尔 Nashville,4,92,8.2,5033,8.9,18,tt0073440
1298817,淘金记 The Gold Rush,4,93,9.2,65520,9.2,42,tt0015864
1420116,葛楚 Gertrud,4,94,8.0,3442,8.3,12,tt0058138
1306626,堤 La jetée,4,95,9.0,32333,9.4,66,tt0056119
1401901,日月无光 Sans soleil,4,96,8.5,5152,9.1,27,tt0084628
1294565,五至七时的克莱奥 Cléo de 5 à 7,4,97,8.7,31320,8.8,53,tt0055852
1303418,你逃我也逃 To Be or Not to Be,4,98,9.2,55774,9.5,44,tt0035446
1292338,祖与占 Jules et Jim,4,99,8.4,61279,8.8,80,tt0055032
1437390,午后的迷惘 Meshes of the Afternoon,4,100,8.8,18186,8.9,41,tt0036154
1295252,母亲与娼妓 La Maman et la Putain,5,101,7.9,2597,9.3,29,tt0070359
1422088,撒旦探戈 Sátántangó,5,102,8.8,11893,8.8,26,tt0111341
1303408,福尔摩斯二世 Sherlock Jr.,5,103,9.4,31830,9.8,47,tt0015324
1301122,伯爵夫人的耳环 Madame de...,5,104,8.1,5812,8.6,20,tt0046022
1292233,发条橙 A Clockwork Orange,5,105,8.6,398165,9.2,97,tt0066921
1293847,生之欲 生きる,5,106,9.3,50127,9.2,49,tt0044741
1294092,恐惧吞噬灵魂 Angst essen Seele auf,5,107,8.5,20940,8.8,52,tt0071141
1306002,"阿基尔，上帝的愤怒 Aguirre, der Zorn Gottes",5,108,8.3,11164,8.6,33,tt0068182
1296987,安妮·霍尔 Annie Hall,5,109,8.6,127986,9.0,86,tt0075686
1422186,自己去看 Иди и смотри,5,110,8.7,20673,8.9,27,tt0091251
1400240,去年在马里昂巴德 L'année dernière à Marienbad,5,111,8.3,26648,8.8,49,tt0054632
1401900,蜂巢幽灵 El espíritu de la colmena,5,112,8.5,13655,8.5,40,tt0070040
1292262,美国往事 Once Upon a Time in America,5,113,9.1,454133,9.0,90,tt0087843
1301923,贪婪 Greed,5,114,8.0,1374,6.5,4,tt0015881
1293818,钢琴课 The Piano,5,115,8.1,97841,8.1,50,tt0107822
1292329,牯岭街少年杀人事件 牯嶺街少年殺人事件,5,116,8.9,347804,9.6,101,tt0101985
1292625,绿野仙踪 The Wizard of Oz,5,117,8.2,57264,7.8,38,tt0032138
1292434,一一,5,118,9.1,465105,9.7,111,tt0244316
1302294,威尼斯疑魂 Don't Look Now,5,119,7.3,5197,7.6,20,tt0069995
1302050,广岛之恋 Hiroshima mon amour,5,120,7.9,48330,8.7,57,tt0052893
1299204,红菱艳 The Red Shoes,5,121,8.2,12367,8.1,30,tt0040725
1310176,放大 Blow-Up,5,122,8.4,58083,9.0,67,tt0060176
1297657,育婴奇谭 Bringing Up Baby,5,123,7.3,5516,7.5,19,tt0029947
1293105,蚀 L'eclisse,5,124,8.4,24992,8.9,48,tt0056736
1295287,党同伐异 Intolerance: Love's Struggle Throughout the Ages,5,125,8.7,13053,9.3,30,tt0006864
1401585,乡间一日 Une Partie de Campagne,6,126,7.9,3992,8.3,22,tt0028445
1300766,美人计 Notorious,6,127,7.6,43896,7.4,46,tt0038787
1300868,异形 Alien,6,128,8.3,303031,8.7,79,tt0078748
1296757,随心所欲 Vivre sa vie: Film en douze tableaux,6,129,8.5,27872,8.8,57,tt0056663
1297228,一封陌生女子的来信 Letter from an Unknown Woman,6,130,7.9,10571,7.8,21,tt0040536
1299411,平步青云 A Matter of Life and Death,6,131,7.7,1799,7.2,15,tt0038733
1294638,E.T.外星人 E.T. the Extra-Terrestrial,6,132,8.6,346373,8.2,49,tt0083866
1303556,泯灭天使 El ángel exterminador,6,133,8.2,6695,8.2,22,tt0056732
1401385,彗星美人 All About Eve,6,134,8.7,31655,8.3,26,tt0042192
1303579,被遗忘的人们 Los Olvidados,6,135,8.3,3651,8.2,12,tt0042804
1294625,春风秋雨 Imitation of Life,6,136,7.9,2161,7.8,13,tt0052918
1291561,千与千寻 千と千尋の神隠し,6,137,9.4,2439339,9.2,120,tt0245429
1439723,电影史-1A 所有的历史 Histoire(s) du cinéma: Toutes les histoires,6,138,8.3,1815,8.9,13,tt0097514
1299733,侠骨柔情 My Darling Clementine,6,139,7.8,3147,8.9,14,tt0038762
1300267,乱世佳人 Gone with the Wind,6,140,9.3,758857,8.6,72,tt0031381
1299231,女友礼拜五 His Girl Friday,6,141,7.7,7079,7.9,29,tt0032599
1296669,"罗马，不设防的城市 Roma, città aperta",6,142,8.1,18049,7.9,33,tt0038890
1418141,塞琳和朱莉出航记 Céline et Julie vont en bateau,6,143,8.4,3045,9.1,14,tt0071381
1299775,马太福音 Il vangelo secondo Matteo,6,144,8.4,5627,8.1,22,tt0058715
1296500,雏菊 Sedmikrásky,6,145,8.5,15563,7.6,28,tt0060959
1296791,"诺斯费拉图 Nosferatu, eine Symphonie des Grauens",6,146,8.2,19744,8.1,25,tt0013442
1292224,飞越疯人院 One Flew Over the Cuckoo's Nest,6,147,9.1,586303,8.9,76,tt0073486
1301646,瑟堡的雨伞 Les parapluies de Cherbourg,6,148,7.7,15420,7.7,53,tt0058450
1303494,杀羊人 Killer of Sheep,6,149,7.3,1001,7.6,5,tt0076263
1296908,窃听大阴谋 The Conversation,6,150,8.1,16376,8.9,38,tt0071360
1855338,旺达 Wanda,7,151,8.3,5192,8.5,24,tt0067961
1293838,星球大战 Star Wars,7,152,8.5,153926,8.2,47,tt0076759
1945780,血色将至 There Will Be Blood,7,153,8.4,92040,8.9,70,tt0469494
1401118,"黄金三镖客 Il buono, il brutto, il cattivo",7,154,9.3,136057,9.4,65,tt0060196
1298962,一条安达鲁狗 Un chien andalou,7,155,8.2,52656,8.6,47,tt0020530
1303536,钱 L'argent,7,156,8.3,17765,8.7,40,tt0085180
1293232,天堂之日 Days of Heaven,7,157,7.9,16848,8.6,40,tt0077405
1294746,天堂里的烦恼 Trouble in Paradise,7,158,8.2,6822,9.0,25,tt0023622
1291999,重庆森林 重慶森林,7,159,8.8,891178,9.2,114,tt0109424
1296147,呼喊与细语 Viskningar och rop,7,160,8.5,38667,8.7,59,tt0069467
1291560,龙猫 となりのトトロ,7,161,9.2,1366125,8.8,110,tt0096283
1294300,曼哈顿 Manhattan,7,162,8.3,44024,8.7,68,tt0079522
1293226,双重赔偿 Double Indemnity,7,163,8.5,47927,8.4,53,tt0036775
1414808,热带疾病 สัตว์ประหลาด,7,164,8.0,10597,8.9,32,tt0381668
1297422,穷山恶水 Badlands,7,165,7.9,6469,8.1,30,tt0069762
1297546,过客 Professione: reporter,7,166,8.3,8941,8.3,31,tt0073580
1293667,黄金时代 L'âge d'or,7,167,7.5,4365,7.7,25,tt0021577
1292403,猎鹿人 The Deer Hunter,7,168,8.3,42428,8.2,40,tt0077416
1301252,十诫 Dekalog,7,169,9.2,25953,9.2,46,tt0092337
1300392,德州电锯杀人狂 The Texas Chain Saw Massacre,7,170,7.2,30674,7.5,30,tt0072271
1300712,天使之翼 Only Angels Have Wings,7,171,7.6,1341,7.7,13,tt0031762
1293852,罗斯玛丽的婴儿 Rosemary's Baby,7,172,8.2,81603,8.4,52,tt0063522
1298134,关山飞渡 Stagecoach,7,173,8.3,19610,8.0,41,tt0031971
1424576,土狼之旅 Touki Bouki,7,174,7.6,1227,6.9,11,tt0070820
1298113,鸭羹 Duck Soup,7,175,7.1,3334,6.9,11,tt0023969
1303364,资产阶级的审慎魅力 Le Charme discret de la bourgeoisie,8,176,8.2,42287,8.6,57,tt0068361
1294364,相见恨晚 Brief Encounter,8,177,8.0,10849,8.3,28,tt0037558
1296196,乱,8,178,8.9,102249,9.3,60,tt0089881
1310175,群鸟 The Birds,8,179,8.1,84464,8.6,63,tt0056869
1303542,石榴的颜色 Նռան գույնը,8,180,8.6,27338,8.1,39,tt0063555
1474748,土地 Земля,8,181,7.9,1478,7.3,6,tt0021571
30257175,燃烧女子的肖像 Portrait de la jeune fille en feu,8,182,8.7,250102,8.1,95,tt8613070
1303575,荒漠怪客 Johnny Guitar,8,183,7.8,3803,8.9,28,tt0047136
1416677,大河 The River,8,184,7.6,2323,8.0,9,tt0043972
1302413,穆谢特 Mouchette,8,185,8.4,9876,8.2,30,tt0061996
1422308,午夜钟声 Campanadas a medianoche,8,186,8.3,1392,8.9,9,tt0059012
1302338,漩涡之外 Out of the Past,8,187,8.1,5957,8.0,16,tt0039689
1401756,拿破仑 Napoléon,8,188,8.6,2095,9.2,10,tt0018192
1361252,夜 La notte,8,189,8.7,18300,8.8,45,tt0054130
1300749,吸血鬼 Vampyr,8,190,7.7,3716,8.1,20,tt0023649
1294781,卡比利亚之夜 Le notti di Cabiria,8,191,9.1,47494,9.1,64,tt0050783
1303558,洛可兄弟 Rocco e i suoi fratelli,8,192,8.3,6424,7.7,21,tt0054248
2336735,生命之树 The Tree of Life,8,193,7.2,47424,8.1,54,tt0478304
1292733,黑水仙 Black Narcissus,8,194,7.7,4742,8.1,14,tt0039192
1323746,小城之春,8,195,8.7,68303,9.0,76,tt0189219
1302061,"德州巴黎 Paris, Texas",8,196,8.4,84626,8.8,85,tt0087884
1299257,战火 Paisà,8,197,8.2,4265,8.4,17,tt0038823
1303415,淑女伊芙 The Lady Eve,8,198,7.5,3218,7.7,7,tt0033804
1301279,拾穗者 Les glaneurs et la glaneuse,8,199,9.1,11684,9.0,30,tt0247380
1296717,夺宝奇兵 Raiders of the Lost Ark,8,200,7.9,110208,7.0,34,tt0082971
1293691,索多玛120天 Salò o le 120 giornate di Sodoma,9,201,6.6,51554,8.1,35,tt0073650
1294194,悲情城市,9,202,9.0,127828,9.4,89,tt0096908
1292521,码头风云 On the Waterfront,9,203,7.8,16266,8.0,25,tt0047296
1298405,第三类接触 Close Encounters of the Third Kind,9,204,7.2,22770,7.2,24,tt0075860
1298593,金刚 King Kong,9,205,7.7,8563,7.2,13,tt0024216
1307639,最卑贱的人 Der letzte Mann,9,206,8.7,9163,8.4,21,tt0015064
1292445,天涯沦落女 Sans toit ni loi,9,207,8.3,12756,8.0,34,tt0089960
1902009,家乡的消息 News from Home,9,208,8.1,3255,8.5,24,tt0076452
1300912,魂断威尼斯 Morte a Venezia,9,209,8.2,30929,8.5,35,tt0067445
1295646,大独裁者 The Great Dictator,9,210,9.2,88377,8.7,41,tt0032553
1296794,怪形 The Thing,9,211,8.2,71037,8.4,33,tt0084787
1299816,百战将军 The Life and Death of Colonel Blimp,9,212,7.7,1128,8.6,7,tt0036112
1292504,柏林苍穹下 Der Himmel über Berlin,9,213,8.6,54787,8.9,84,tt0093191
1300977,飞向太空 Солярис,9,214,8.7,42816,8.7,59,tt0069293
1296621,波长 Wavelength,9,215,7.2,1291,8.0,15,tt0127354
26648249,月光男孩 Moonlight,9,216,7.4,155654,6.9,70,tt4975722
1292468,破浪 Breaking the Waves,9,217,8.1,20888,8.2,37,tt0115751
1293564,木兰花 Magnolia,9,218,8.2,34805,8.7,46,tt0175880
1294518,操行零分 Zéro de conduite: Jeunes diables au collège,9,219,8.1,8939,7.9,30,tt0024803
1300966,独行杀手 Le samouraï,9,220,8.3,31020,8.6,52,tt0062229
1295757,蓬门今始为君开 The Quiet Man,9,221,7.4,1737,6.8,5,tt0045061
1297920,小孩与鹰 Kes,9,222,8.6,11952,8.5,26,tt0064541
1292465,愤怒的葡萄 The Grapes of Wrath,9,223,8.5,13312,8.9,16,tt0032551
1296097,风烛泪 Umberto D.,9,224,8.6,8312,8.5,31,tt0045274
1293823,妙想天开 Brazil,9,225,8.1,20680,8.1,34,tt0088846
1303603,西鹤一代女 西鶴一代女,10,226,8.3,8793,8.3,21,tt0045112
1301897,何处是我朋友的家 خانه دوست کجاست؟‎,10,227,9.0,42302,9.0,70,tt0093342
1303416,苏利文的旅行 Sullivan's Travels,10,228,7.5,3155,7.3,15,tt0034240
1303532,爱的激流 Love Streams,10,229,8.2,5485,8.6,26,tt0087644
1295759,流浪艺人 Ο Θίασος,10,230,8.5,6388,8.4,20,tt0073800
1418426,黑上帝白魔鬼 Deus E o Diabo na Terra do Sol,10,231,7.0,1069,7.5,4,tt0058006
1293153,德意志零年 Germania anno zero,10,232,8.4,8823,8.4,28,tt0039417
1499492,房屋是黑的 خانه سیاه است,10,233,8.8,2054,8.7,9,tt0336693
1303174,灰烬与钻石 Popiół i diament,10,234,8.2,4830,8.1,23,tt0052080
27010768,寄生虫 기생충,10,235,8.8,1494269,8.1,134,tt6751668
1299261,红色沙漠 Il deserto rosso,10,236,8.0,25399,7.8,44,tt0058003
1293950,花村 McCabe & Mrs. Miller,10,237,7.9,3947,8.3,29,tt0067411
1291843,黑客帝国 The Matrix,10,238,9.1,912849,8.7,104,tt0133093
1294100,黄金时代 The Best Years of Our Lives,10,239,8.2,6559,7.8,12,tt0036868
1294433,秋刀鱼之味 秋刀魚の味,10,240,8.6,50463,8.9,55,tt0056444
1293273,群众 The Crowd,10,241,8.3,2418,8.5,8,tt0018806
1474367,伊凡雷帝2 Иван Грозный 2: Боярский заговор,10,242,8.2,1766,8.5,12,tt0051790
1484154,低度开发的回忆 Memorias del subdesarrollo,10,243,8.0,1807,7.8,9,tt0063291
1294331,迷幻演出 Performance,10,244,7.0,1072,7.3,6,tt0066214
1438066,隐藏摄像机 Caché,10,245,7.6,19205,8.3,44,tt0387898
1293925,橡皮头 Eraserhead,10,246,7.9,20590,8.6,41,tt0074486
1298182,伊凡雷帝 Иван Грозный,10,247,7.9,2429,7.3,12,tt0037824
1302923,兰闺艳血 In a Lonely Place,10,248,7.9,4685,8.9,29,tt0042593
1850003,篷车队 The Band Wagon,10,249,8.0,2512,8.8,10,tt0045537
1300044,谋杀绿脚趾 The Big Lebowski,10,250,7.7,66092,7.7,52,tt0118715
1295124,辛德勒的名单 Schindler's List,11,251,9.5,1208305,9.1,92,tt0108052
1292781,细细的红线 The Thin Red Line,11,252,7.8,36415,7.8,35,tt0120863
1295445,火树银花 Meet Me in St. Louis,11,253,7.4,1855,7.3,9,tt0037059
1308777,暖暖内含光 Eternal Sunshine of the Spotless Mind,11,254,8.5,289657,8.5,84,tt0338013
1401618,乡村牧师日记 Journal d'un curé de campagne,11,255,8.2,10975,8.6,26,tt0042619
1291828,天堂电影院 Nuovo Cinema Paradiso,11,256,9.2,721421,8.8,113,tt0095765
1294039,绿光 Le rayon vert,11,257,8.1,45112,8.1,68,tt0091830
1890283,大地的女儿 Daughters of the Dust,11,258,7.3,621,6.0,1,tt0104057
1485059,刽子手 El Verdugo,11,259,8.0,1547,7.7,7,tt0057643
1292271,毕业生 The Graduate,11,260,8.0,195377,8.5,73,tt0061722
1296577,禁忌 Tabu: A Story of the South Seas,11,261,7.9,1835,7.0,8,tt0022458
1301649,白日美人 Belle de jour,11,262,7.5,41145,8.2,48,tt0061395
1292547,卡里加里博士的小屋 Das Cabinet des Dr. Caligari,11,263,8.9,32185,9.1,35,tt0010323
1300275,大开眼戒 Eyes Wide Shut,11,264,8.1,187632,8.8,79,tt0120663
1292565,红河 Red River,11,265,8.1,4753,7.7,15,tt0040724
1292048,蓝白红三部曲之蓝 Trois couleurs: Bleu,11,266,8.5,149768,8.7,78,tt0108394
4280102,能召回前世的布米叔叔 ลุงบุญมีระลึกชาติ,11,267,7.4,18681,8.7,42,tt1588895
1295686,盗火线 Heat,11,268,8.5,140537,8.4,55,tt0113277
1298270,夜与雾 Nuit et brouillard,11,269,9.3,20116,9.1,45,tt0048434
1293755,驱魔人 The Exorcist,11,270,7.7,87747,7.9,45,tt0070047
1292067,冰血暴 Fargo,11,271,8.0,108878,8.2,71,tt0116282
2060678,黑女孩 La Noire de...,11,272,7.4,1689,7.1,14,tt0060758
1292516,碧血金沙 The Treasure of the Sierra Madre,11,273,8.6,10657,8.1,15,tt0040897
1440610,赝品 Vérités et mensonges,11,274,8.2,2310,8.6,16,tt0072962
1295995,仁心与冠冕 Kind Hearts and Coronets,11,275,8.5,9626,8.2,21,tt0041546
1296177,樱桃的滋味 طعم گیلاس,12,276,8.1,45068,7.8,68,tt0120265
1296283,慕德家一夜 Ma nuit chez Maud,12,277,8.3,17799,8.4,64,tt0064612
1302808,成功的滋味 Sweet Smell of Success,12,278,7.8,3041,8.3,13,tt0051036
1300555,回到未来 Back to the Future,12,279,8.8,237758,8.5,57,tt0088763
1293329,残菊物语 殘菊物語,12,280,8.5,4822,8.6,26,tt0032156
1299166,街角的商店 The Shop Around the Corner,12,281,8.7,18639,9.0,33,tt0033045
1420225,沼泽 La Ciénaga,12,282,8.0,4246,8.8,27,tt0240419
1292969,光荣之路 Paths of Glory,12,283,9.1,61081,9.2,56,tt0050825
1304862,不散,12,284,7.8,11403,8.7,53,tt0377556
1300613,土拨鼠之日 Groundhog Day,12,285,8.6,238870,8.1,62,tt0107048
1294827,蜘蛛巢城 蜘蛛巣城,12,286,8.5,36061,8.3,40,tt0050613
1305896,复仇之日 Vredens dag,12,287,8.3,3660,8.5,15,tt0036506
1300964,我略知她一二 2 ou 3 choses que je sais d'elle,12,288,7.5,4188,7.7,23,tt0060304
1401368,潘多拉的魔盒 Die Büchse der Pandora,12,289,8.1,3408,9.2,10,tt0018737
1303255,上升 Восхождение,12,290,8.1,2583,8.2,17,tt0075404
1294531,牺牲 Offret,12,291,8.7,20434,8.4,43,tt0091670
1466419,影子部队 L'armée des ombres,12,292,8.5,10634,8.9,36,tt0064040
1303345,深锁春光一院愁 All That Heaven Allows,12,293,7.5,4397,8.1,21,tt0047811
1298347,印度之歌 India Song,12,294,7.5,1875,8.6,16,tt0073166
1292047,蓝白红三部曲之红 Trois couleurs: Rouge,12,295,8.8,132833,8.8,78,tt0111495
1291937,关于我母亲的一切 Todo sobre mi madre,12,296,8.5,76780,8.7,65,tt0185125
1293352,夜长梦多 The Big Sleep,12,297,7.2,6871,7.9,19,tt0038355
1296282,歌厅 Cabaret,12,298,8.8,15226,9.1,34,tt0068327
1292679,春光乍泄 春光乍洩,12,299,9.0,687851,9.3,103,tt0118845
1293566,不可饶恕 Unforgiven,12,300,8.5,82694,8.7,41,tt0105695
1299330,爵士春秋 All That Jazz,13,301,8.5,11305,8.6,41,tt0078754
1305878,"远方的声音 Distant Voices, Still Lives",13,302,7.6,1376,7.6,10,tt0095037
1293511,穷街陋巷 Mean Streets,13,303,7.5,13031,7.5,31,tt0070379
1298870,浮云 浮雲,13,304,8.5,13114,9.0,32,tt0048757
1791033,痛苦的大地 Terra em Transe,13,305,7.8,617,7.5,4,tt0062352
1305790,于洛先生的假期 Les vacances de Monsieur Hulot,13,306,8.0,11865,7.6,38,tt0046487
1440613,音乐室 জলসাঘর,13,307,8.2,1726,8.0,9,tt0051792
1297874,马耳他之鹰 The Maltese Falcon,13,308,7.4,15753,7.1,38,tt0033870
1468782,孤独的妻子 চারুলতা,13,309,7.8,1092,7.5,8,tt0057935
1295720,大树之歌 অপুর সংসার,13,310,8.6,5805,8.3,29,tt0052572
4086853,忧郁症 Melancholia,13,311,7.2,36981,7.8,52,tt1527186
1292644,面孔 Faces,13,312,8.1,2846,8.5,20,tt0062952
1292208,上帝之城 Cidade de Deus,13,313,9.0,324155,9.3,64,tt0317248
1416898,鲸鱼马戏团 Werckmeister harmóniák,13,314,8.7,16320,8.3,33,tt0249241
1432669,我是古巴 Я - Куба,13,315,9.1,19229,8.9,50,tt0058604
1292735,北方的纳努克 Nanook of the North,13,316,8.5,19243,7.6,27,tt0013427
5964718,一次别离 جدایی نادر از سیمین,13,317,8.8,259334,9.2,85,tt1832382
1294047,凡尔杜先生 Monsieur Verdoux,13,318,8.7,12519,9.1,26,tt0039631
1295276,录影带谋杀案 Videodrome,13,319,7.4,12200,8.1,33,tt0086541
1437023,公路之王 Im Lauf der Zeit,13,320,8.3,6122,8.8,13,tt0073152
1292790,感官世界 愛のコリーダ,13,321,7.0,100107,7.5,55,tt0074102
1295942,畸形人 Freaks,13,322,7.9,8387,8.1,16,tt0022913
1300660,柏林亚历山大广场 Berlin Alexanderplatz,13,323,8.9,1216,9.7,7,tt0080196
1295913,美女与野兽 La belle et la bête,13,324,7.7,5036,8.2,21,tt0038348
1292840,费城故事 The Philadelphia Story,13,325,7.4,9050,6.5,13,tt0032904
1296528,星球大战2：帝国反击战 Star Wars: Episode V - The Empire Strikes Back,14,326,8.4,114414,8.3,41,tt0080684
1293663,天国与地狱 天国と地獄,14,327,8.8,22481,8.9,35,tt0057565
1293401,劳拉·蒙特斯 Lola Montès,14,328,7.7,2718,8.0,21,tt0048308
1301648,柳媚花娇 Les Demoiselles de Rochefort,14,329,8.0,4452,7.9,37,tt0062873
1303095,夫君 Husbands,14,330,7.7,1493,8.8,13,tt0065867
1295943,夜夜春宵 A Canterbury Tale,14,331,7.3,702,7.3,3,tt0036695
1293399,莫扎特传 Amadeus,14,332,8.7,100282,8.6,38,tt0086879
1294584,雌雄大盗 Bonnie and Clyde,14,333,8.2,53811,8.3,55,tt0061418
1293270,寻子遇仙记 The Kid,14,334,9.2,48917,8.8,52,tt0012349
1861216,诗人悲歌 Pyaasa,14,335,7.8,456,6.0,3,tt0050870
1292206,地下 Подземље,14,336,9.2,77981,9.5,70,tt0114787
1300572,童年往事,14,337,8.9,73785,8.7,68,tt0090185
1298420,残花泪 Broken Blossoms or The Yellow Man and the Girl,14,338,8.1,4497,6.8,10,tt0009968
1292772,喜剧之王 The King of Comedy,14,339,8.5,23462,8.6,55,tt0085794
1299932,恐惧的代价 Le Salaire de la peur,14,340,8.6,15782,8.8,47,tt0046268
1297628,午夜牛郎 Midnight Cowboy,14,341,8.3,23434,8.5,34,tt0064665
1306490,侠女 俠女,14,342,8.6,40311,8.7,52,tt0064451
1302077,雁南飞 Летят журавли,14,343,8.8,21711,8.7,54,tt0050634
1296338,周末 Week End,14,344,8.0,6497,8.0,27,tt0062480
1303569,死吻 Kiss Me Deadly,14,345,7.0,2799,7.4,16,tt0048261
1291877,两生花 La Double vie de Véronique,14,346,8.3,85860,8.9,72,tt0101765
1295225,西区故事 West Side Story,14,347,7.5,12714,7.6,22,tt0055614
1460605,云遮星 মেঘে ঢাকা তারা,14,348,7.7,754,7.1,7,tt0054073
3592854,疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,14,349,8.7,598104,8.6,94,tt1392190
1293374,热天午后 Dog Day Afternoon,14,350,8.7,112365,8.8,57,tt0072890
26688480,逃出绝命镇 Get Out,15,351,7.8,423319,7.2,77,tt5052448
1297996,活死人之夜 Night of the Living Dead,15,352,7.4,10800,7.6,26,tt0063350
1302941,戏梦人生 戲夢人生,15,353,8.3,11813,8.6,29,tt0107157
1401598,他 El,15,354,7.4,965,7.1,9,tt0045361
1477852,"出局：禁止接触 Out 1, noli me tangere",15,355,8.3,768,9.4,10,tt0246135
1298026,最后一场电影 The Last Picture Show,15,356,8.0,4339,8.8,13,tt0067328
1293322,青山翠谷 How Green Was My Valley,15,357,8.3,7007,7.8,11,tt0033729
1292750,魂断情天 Some Came Running,15,358,7.4,484,6.7,3,tt0052218
1306266,木屐树 L'albero degli zoccoli,15,359,8.7,4616,9.6,15,tt0077138
1295684,一夜风流 It Happened One Night,15,360,8.8,65616,8.3,46,tt0025316
1302017,明日之歌 Make Way for Tomorrow,15,361,8.2,1846,7.6,11,tt0029192
1300353,巴黎最后的探戈 Ultimo tango a Parigi,15,362,7.1,40106,7.6,45,tt0070849
1401529,榅桲树阳光 El sol del membrillo,15,363,8.6,2623,8.6,16,tt0105438
1295905,天堂之门 Heaven's Gate,15,364,7.2,1253,8.2,8,tt0080855
1293844,莫里埃尔 Muriel ou Le temps d'un retour,15,365,7.7,1875,7.8,17,tt0057336
1298442,艳贼 Marnie,15,366,7.3,24491,6.6,31,tt0058329
1303465,橄榄树下的情人 زير درختان زيتون,15,367,8.3,22847,8.3,57,tt0111845
1293544,沉默的羔羊 The Silence of the Lambs,15,368,8.9,978478,8.8,99,tt0102926
1293320,金玉盟 An Affair to Remember,15,369,8.2,11080,8.0,14,tt0050105
1292515,用心棒,15,370,9.0,59615,8.9,47,tt0055630
1292812,哈洛与慕德 Harold and Maude,15,371,8.2,8503,7.6,11,tt0067185
1297130,定理 Teorema,15,372,7.7,5758,8.5,28,tt0063678
1299665,偷窥狂 Peeping Tom,15,373,7.9,11450,7.9,25,tt0054167
1297105,陆上行舟 Fitzcarraldo,15,374,8.6,15743,9.2,28,tt0083946
1303459,妖夜慌踪 Lost Highway,15,375,8.1,35792,8.7,60,tt0116922
1303723,天堂陌影 Stranger Than Paradise,16,376,8.5,18717,8.4,39,tt0088184
1303302,苦雨恋春风 Written on the Wind,16,377,7.3,2518,7.3,11,tt0049966
1299360,我出生了，但…… 大人の見る絵本 生れてはみたけれど,16,378,8.7,6629,8.9,21,tt0023634
1294382,火山边缘之恋 Stromboli,16,379,7.9,3444,8.4,22,tt0041931
1868546,双车道柏油路 Two-lane Blacktop,16,380,7.5,1177,7.7,15,tt0067893
2464346,白丝带 Das weiße Band – Eine deutsche Kindergeschichte,16,381,8.2,37712,8.8,59,tt1149362
3285632,都灵之马 A torinói ló,16,382,8.4,29751,7.8,36,tt1316540
1308422,安然无恙 Safe,16,383,7.3,1630,6.9,13,tt0114323
1293792,异形2 Aliens,16,384,8.1,187803,7.4,55,tt0090605
1293200,象人 The Elephant Man,16,385,8.3,35977,8.1,45,tt0080678
1438613,谋杀地下老板 The Killing of a Chinese Bookie,16,386,7.8,2326,8.8,12,tt0074749
1293095,摇滚万万岁 This Is Spinal Tap,16,387,7.4,3750,6.5,8,tt0088258
1291556,乡愁 Ностальгия,16,388,9.1,51514,8.9,51,tt0086022
3749974,皮囊之下 Under the Skin,16,389,6.3,48377,8.0,53,tt1441395
1301655,特丽丝塔娜 Tristana,16,390,7.7,3036,7.6,14,tt0066491
2245725,"燃火的时刻 La hora de los hornos Notas y testimonios sobre el neocolonialismo, la violencia y la liberación",16,391,8.7,739,9.0,4,tt0063084
1400829,我的舅舅 Mon oncle,16,392,8.5,23766,8.8,45,tt0050706
1298759,狗镇 Dogville,16,393,8.4,160505,8.1,65,tt0276919
1301895,奥兰多 Orlando,16,394,8.3,32793,7.5,20,tt0107756
1292768,首演之夜 Opening Night,16,395,8.4,5804,8.6,20,tt0079672
1925767,界限 Limite,16,396,7.5,505,7.3,6,tt0022080
1300323,十三个月亮 In einem Jahr mit 13 Monden,16,397,8.1,2365,8.0,13,tt0077729
1293299,日以作夜 La nuit américaine,16,398,8.4,16007,8.8,31,tt0070460
1303580,"圣弗朗西斯之花 Francesco, giullare di Dio",16,399,7.8,1231,7.8,8,tt0042477
1295812,砂之女 砂の女,16,400,8.6,15114,9.1,32,tt0058625
