douban_film_id,title,page_number,rank_within_list
1293817,辣手摧花 Shadow of a Doubt,24,582
1300958,沉默 Tystnaden,24,583
1303071,朦胧的欲望 Cet obscur objet du désir,24,584
1292720,阿甘正传 Forrest Gump,24,585
1298043,巴顿·芬克 Barton Fink,24,586
1780560,来自东方 D'Est,24,587
2368557,富人，穷人 Plácido,24,588
1401588,法外之徒 Bande à part,24,589
1855271,高于生活 Bigger Than Life,24,590
1303553,仆人 The Servant,24,591
1299586,月光光心慌慌 Halloween,24,592
1292215,天使爱美丽 Le Fabuleux destin d'Amélie Poulain,24,593
1303546,路易十四的崛起 La prise de pouvoir par Louis XIV,24,594
1291571,指环王1：护戒使者 The Lord of the Rings: The Fellowship of the Ring,24,595
1292523,侏罗纪公园 Jurassic Park,24,596
1301647,冷血惊魂 Repulsion,24,597
1432639,故事中的故事 Сказка сказок,24,598
1301168,卧虎藏龙 臥虎藏龍,24,599
1297737,窈窕淑男 Tootsie,24,600
1876327,共生心理分类学：第1幕 Symbiopsychotaxiplasm: Take One,25,601
1291844,终结者2：审判日 Terminator 2: Judgment Day,25,602
1294244,绅士爱美人 Gentlemen Prefer Blondes,25,603
1419111,灰色花园 Grey Gardens,25,604
1781126,十二宫 Zodiac,25,605
1937459,前进青春 Juventude em Marcha,25,606
2042560,漫长的一天结束了 The Long Day Closes,25,607
1293484,哈泰利 Hatari!,25,608
25774676,西印度群岛 West Indies,25,609
1300352,七次机会 Seven Chances,25,610
1300055,全金属外壳 Full Metal Jacket,25,611
1302815,罗马风情画 Roma,25,612
2028819,"纽约提喻法 Synecdoche, New York",25,613
1293561,生死狂澜 Deliverance,25,614
1301798,不法之徒 Down by Law,25,615
1823255,卢丹的恶魔 The Devils,25,616
2368633,我的朋友伊万·拉布辛 Мой друг Иван Лапшин,25,617
1462674,无望的人们 Szegénylegények,25,618
1294848,天意 Providence,25,619
1291559,新桥恋人 Les amants du Pont-Neuf,25,620
1295167,影子 Shadows,25,621
1305611,异教徒 The Wicker Man,25,622
1439463,爱德华·蒙克 Edvard Munch,25,623
1298894,夜阑人未静 The Asphalt Jungle,25,624
1293599,三女性 3 Women,25,625
1302490,布杜落水遇救记 Boudu sauvé des eaux,26,626
1775245,天蝎星升起 Scorpio Rising,26,627
1401915,红圈 Le cercle rouge,26,628
1855300,锦绣华堂 The Ladies Man,26,629
1298230,粉红色的火烈鸟 Pink Flamingos,26,630
1434175,杰森的画像 Portrait of Jason,26,631
1316524,"阿尔法城 Alphaville, une étrange aventure de Lemmy Caution",26,632
1305223,别回头 Dont Look Back,26,633
1294642,黄金马车 Le carrosse d'or,26,634
1293824,蝴蝶梦 Rebecca,26,635
1301151,豺狼时刻 Vargtimmen,26,636
1300027,比利小子 Pat Garrett and Billy the Kid,26,637
1304920,切腹,26,638
1417947,金盔 Casque d'or,26,639
1306031,天才一族 The Royal Tenenbaums,26,640
1292722,泰坦尼克号 Titanic,26,641
1851857,蝙蝠侠：黑暗骑士 The Dark Knight,26,642
1304762,寻找西瓜女 The Watermelon Woman,26,643
1302642,花火 HANA-BI,26,644
1298951,夜逃鸳鸯 They Live by Night,26,645
1296929,科学怪人 Frankenstein,26,646
1295742,洛奇 Rocky,26,647
1306016,"玩家马布斯博士 Dr. Mabuse, der Spieler",26,648
1292792,我自己的爱达荷 My Own Private Idaho,26,649
1299608,疤面人 Scarface,26,650
1294041,惊天动地抢人头 Bring Me the Head of Alfredo Garcia,27,651
1302186,罢工 Стачка,27,652
1297797,篮球梦 Hoop Dreams,27,653
1303560,纳萨林 Nazarín,27,654
1322674,捕鼠者 Ratcatcher,27,655
1295835,小姐弟荒原历险 Walkabout,27,656
1293840,满洲候选人 The Manchurian Candidate,27,657
1300779,浪荡儿 I vitelloni,27,658
1298655,玛丽娅·布劳恩的婚姻 Die Ehe der Maria Braun,27,659
1293168,礼帽 Top Hat,27,660
1962586,哈拉 Xala,27,661
1293618,航海家 The Navigator,27,662
1302770,阿基拉 Akira,27,663
1292760,贵妇失踪记 The Lady Vanishes,27,664
2278780,狂喜 Arrebato,27,665
1873535,千禧曼波,27,666
3077739,预言者 Un prophète,27,667
1293156,处女泉 Jungfrukällan,27,668
4798707,爱 Amour,27,669
1306730,钢琴教师 La pianiste,27,670
1292994,开罗紫玫瑰 The Purple Rose of Cairo,27,671
1293782,新科学怪人 Young Frankenstein,27,672
1295148,小鹿斑比 Bambi,27,673
2002721,寂静之光 Stellet licht,27,674
1303358,富城 Fat City,27,675
1293841,倒扣的王牌 Ace in the Hole,28,676
1302119,工作 Il Posto,28,677
1291575,玩具总动员 Toy Story,28,678
1291546,霸王别姬,28,679
1300756,幽灵与未亡人 The Ghost and Mrs. Muir,28,680
1298974,我心狂野 Wild at Heart,28,681
1296835,青春年少 Rushmore,28,682
1421292,夏日纪事 Chronique d'un été (Paris 1960),28,683
1440407,入侵者 L'intrus,28,684
1294791,机器战警 RoboCop,28,685
1291842,当哈利遇到莎莉 When Harry Met Sally...,28,686
1295073,悲哀和怜悯 Le chagrin et la pitié,28,687
1293936,杀手 The Killing,28,688
1292528,猜火车 Trainspotting,28,689
1429116,土狼 Hyènes,28,690
1297127,史密斯先生到华盛顿 Mr. Smith Goes to Washington,28,691
1307921,远方 Uzak,28,692
10760030,绝美之城 La grande bellezza,28,693
1300467,地方英雄 Local Hero,28,694
1419271,给我庇护 Gimme Shelter,28,695
1300892,内陆惊魂 Wake in Fright,28,696
1845260,有机体的秘密 W.R. - Misterije organizma,28,697
1418714,安娜·玛格达丽娜·巴赫的编年史 Chronik der Anna Magdalena Bach,28,698
1825702,七女人 7 Women,28,699
1297188,自由的幻影 Le fantôme de la liberté,28,700
1291562,黑暗中的舞者 Dancer in the Dark,29,701
1291992,末路狂花 Thelma & Louise,29,702
3073875,鱼缸 Fish Tank,29,703
1304665,X圣治 CURE キュア,29,704
1303245,狂欢宴 The Party,29,705
1950330,罗马 Roma,29,706
2078989,"四月三周两天 4 luni, 3 săptămâni și 2 zile",29,707
1297264,武士兰士诺 Lancelot du Lac,29,708
1302814,阿赫迈德王子历险记 Die Abenteuer des Prinzen Achmed,29,709
1291990,爱在日落黄昏时 Before Sunset,29,710
1303520,新浪潮 Nouvelle vague,29,711
1395036,推销员 Salesman,29,712
1401513,各自逃生 Sauve qui peut (la vie),29,713
1401905,圣山 La montaña sagrada,29,714
10757577,卡罗尔 Carol,29,715
1293047,郎心似铁 A Place in the Sun,29,716
3070921,饥饿 Hunger,29,717
1293556,阳光普照 The Sun Shines Bright,29,718
1298566,一夜狂欢 A Hard Day's Night,29,719
1304641,红磨坊 Moulin Rouge!,29,720
2264801,纸花 Kaagaz Ke Phool,29,721
1294761,大鸟和小鸟 Uccellacci e uccellini,29,722
1292681,黑潮 Malcolm X,29,723
1293150,宾虚 Ben-Hur,29,724
2567883,死神安东尼奥 O Dragão da Maldade contra o Santo Guerreiro,29,725
1303654,杀人短片 Krótki film o zabijaniu,30,726
2043434,大内幕 The Big Heat,30,727
1303324,求婚妙术 A New Leaf,30,728
1299628,马戏团 The Circus,30,729
1902590,这样或那样 De cierta manera,30,730
1292925,伴我同行 Stand by Me,30,731
1307580,布劳涅森林的女人们 Les dames du Bois de Boulogne,30,732
1294720,年少轻狂 Dazed and Confused,30,733
1303568,慕理小镇 Moonfleet,30,734
1421822,提提卡失序记事 Titicut Follies,30,735
1775077,爱情无计 Design for Living,30,736
1449829,玉女奇男 The Bad and the Beautiful,30,737
1296679,红胡子 赤ひげ,30,738
1293428,呐喊 Il grido,30,739
1297367,公主艳史 Love Me Tonight,30,740
1293073,变蝇人 The Fly,30,741
1303333,你妈妈也一样 Y tu mamá también,30,742
1441365,孟加拉虎 Der Tiger von Eschnapur,30,743
1292878,"纽约，纽约 New York, New York",30,744
1754975,天堂魅影 Phantom of the Paradise,30,745
6030619,噢，太阳 Soleil Ô,30,746
1308082,前进，神军！ ゆきゆきて、神軍,30,747
1300961,野孩子 L'enfant sauvage,30,748
1302252,白痴 Idioterne,30,749
1303357,纸月亮 Paper Moon,30,750
3205624,社交网络 The Social Network,31,751
1306186,意志的胜利 Triumph des Willens,31,752
1293590,欲望号街车 A Streetcar Named Desire,31,753
3024645,笔记·日志·素描 Diaries Notes and Sketches,31,754
1303080,"消防员舞会 Horí, má panenko",31,755
1303089,圣母街上的大人物 I soliti ignoti,31,756
1966826,硝烟中诞生 Born in Flames,31,757
1293276,抚养亚利桑纳 Raising Arizona,31,758
1419942,新世界 The New World,31,759
1302262,要塞风云 Fort Apache,31,760
2368758,金线 Subarnarekha,31,761
1304447,记忆碎片 Memento,31,762
1296600,绕道 Detour,31,763
1296992,洛丽塔 Lolita,31,764
1301214,不羁的美女 La belle noiseuse,31,765
1466416,热血造物 Flaming Creatures,31,766
1422193,穿制服的女孩 Mädchen in Uniform,31,767
1293076,国王迷 The Man Who Would Be King,31,768
2061897,大地的年纪 A Idade da Terra,31,769
1302108,维洛妮卡·佛丝 Die Sehnsucht der Veronika Voss,31,770
1292773,两个英国女孩与欧陆 Les deux anglaises et le continent,31,771
1296370,爱情万岁 愛情萬歲,31,772
1299228,沉沦 Ossessione,31,773
2011855,今古奇观 Hellzapoppin,31,774
1295416,无因的反叛 Rebel Without a Cause,31,775
1298063,早安 お早よう,32,776
1297550,远大前程 Great Expectations,32,777
1303554,审判 Le procès,32,778
1293305,罗马妈妈 Mamma Roma,32,779
1299482,情场现形记 Foolish Wives,32,780
1292230,刺杀肯尼迪 JFK,32,781
1304870,母与子 Мать и сын,32,782
1295600,摩洛哥 Morocco,32,783
1303600,近松物语 近松物語,32,784
1295077,美国狼人在伦敦 An American Werewolf in London,32,785
1471651,翼 Крылья,32,786
2979522,开罗车站 باب الحديد,32,787
1436690,情歌恋曲 Un chant d'amour,32,788
1304582,"厨师、大盗、他的太太和她的情人 The Cook, the Thief, His Wife & Her Lover",32,789
1298412,三十九级台阶 The 39 Steps,32,790
1292060,米勒的十字路口 Miller's Crossing,32,791
1295437,春天不是读书天 Ferris Bueller's Day Off,32,792
1292270,梦之安魂曲 Requiem for a Dream,32,793
1293846,西力传 Zelig,32,794
1293448,鬼玩人2 Evil Dead II,32,795
1307997,祝福 สุดเสน่หา,32,796
1293213,恶魔 Les Diaboliques,32,797
3040430,35杯朗姆酒 35 rhums,32,798
1303378,日烦夜烦 Trouble Every Day,32,799
1306360,"小野猫公路历险记 Faster, Pussycat! Kill! Kill!",32,800
1296949,巴黎浮世绘 Code inconnu: Récit incomplet de divers voyages,33,801
1305327,青梅竹马 青梅竹馬,33,802
1295116,西线无战事 All Quiet on the Western Front,33,803
1292065,疤面煞星 Scarface,33,804
1306548,趣味游戏 Funny Games,33,805
1928196,玛格丽特 Margaret,33,806
1303293,制片人 The Producers,33,807
1298471,恐怖走廊 Shock Corridor,33,808
1418998,梵高 Van Gogh,33,809
1300952,"崩溃边缘的女人 Mujeres al borde de un ataque de ""nervios""",33,810
1421933,禁忌的游戏 Jeux interdits,33,811
1303467,亚伯拉罕山谷 Vale Abraão,33,812
1303973,狗·星·人：序曲 Prelude: Dog Star Man,33,813
1292511,收播新闻 Broadcast News,33,814
1477717,南方 El sur,33,815
2266216,罗丝·霍巴德 Rose Hobart,33,816
1296988,巴黎一妇人 A Woman of Paris: A Drama of Fate,33,817
1872133,三峡好人,33,818
1291976,狗脸的岁月 Mitt liv som hund,33,819
1293027,受难记 Passion,33,820
1293444,巴格达妙贼 The Thief of Bagdad,33,821
1298494,夏夜的微笑 Sommarnattens leende,33,822
35225859,小妈妈 Petite maman,33,823
1296105,幸运儿 O Lucky Man!,33,824
1422951,灰熊人 Grizzly Man,33,825
1300644,早春 Deep End,34,826
1303710,裸岛 裸の島,34,827
5050316,迷失之地 Losing Ground,34,828
1292216,爱情是狗娘 Amores perros,34,829
1292370,剪刀手爱德华 Edward Scissorhands,34,830
1293312,黄巾骑兵队 She Wore a Yellow Ribbon,34,831
2968813,生人勿进 Låt den rätte komma in,34,832
1303077,电车狂 どですかでん,34,833
1296935,不可撤销 Irréversible,34,834
1304603,小飞象 Dumbo,34,835
1466788,赤线地带 赤線地帯,34,836
1305337,他人之子 Le fils,34,837
1449471,蔷薇的葬礼 薔薇の葬列,34,838
1909533,巴黎公社 La commune (Paris 1871),34,839
1294947,大逃亡 The Great Escape,34,840
1296030,天外魔花 Invasion of the Body Snatchers,34,841
1302614,奇异小子 Gummo,34,842
1962116,我在伊朗长大 Persepolis,34,843
1438652,无耻混蛋 Inglourious Basterds,34,844
1304866,女人的烦恼 Female Trouble,34,845
1301216,歼匪喋血战 White Heat,34,846
1297042,天使 Angel,34,847
1301161,惊爆点 Point Break,34,848
1855658,希特勒：一部德国的电影 Hitler - ein Film aus Deutschland,34,849
1901908,衰弱症 Астенический синдром,34,850
27087724,好莱坞往事 Once Upon a Time... in Hollywood,35,851
1303525,流浪者之歌 Дом за вешање,35,852
1295740,我的美国舅舅 Mon oncle d'Amérique,35,853
1293371,太空先锋 The Right Stuff,35,854
1295384,星河战队 Starship Troopers,35,855
10535568,阿黛尔的生活 La Vie d'Adèle,35,856
1855308,麦基与尼基 Mikey and Nicky,35,857
3012451,"太早，太迟 Trop tôt, trop tard",35,858
3442923,长夜绵绵 Toute une nuit,35,859
1293677,羞耻 Skammen,35,860
1298789,菲律宾浴血战 They Were Expendable,35,861
1294915,克莱尔的膝盖 Le genou de Claire,35,862
1303446,西西里岛 Sicilia!,35,863
1295295,独领风骚 Clueless,35,864
1547099,我的小情人 Mes petites amoureuses,35,865
1292207,铁皮鼓 Die Blechtrommel,35,866
1292849,拯救大兵瑞恩 Saving Private Ryan,35,867
1766084,间谍 Spione,35,868
1293996,上海快车 Shanghai Express,35,869
1306049,我们如此相爱 C'eravamo tanto amati,35,870
1325958,蒂凡尼的早餐 Breakfast at Tiffany's,35,871
1293439,女煞葛洛莉 Gloria,35,872
1484012,未知者 The Unknown,35,873
1303813,饲养乌鸦 Cría cuervos,35,874
2368635,边缘 Окраина,35,875
1294917,巨蟒与圣杯 Monty Python and the Holy Grail,36,876
1300570,罗宾汉历险记 The Adventures of Robin Hood,36,877
1301261,"红军与白军 Csillagosok, katonák",36,878
33413905,大西洋 Atlantique,36,879
1306505,红高粱,36,880
1293929,廊桥遗梦 The Bridges of Madison County,36,881
1477848,疯狂的爱情 L'amour fou,36,882
1300116,乱点鸳鸯谱 The Misfits,36,883
3082472,秘境里斯本 Mistérios de Lisboa,36,884
3621245,木乃伊之夜 المومياء,36,885
1418997,非洲女王号 The African Queen,36,886
1295137,灵欲春宵 Who's Afraid of Virginia Woolf?,36,887
1303419,摩根河的奇迹 The Miracle of Morgan's Creek,36,888
1299112,梦 夢,36,889
1316580,春夏秋冬又一春 봄 여름 가을 겨울 그리고 봄,36,890
1306027,史楚锡流浪记 Stroszek,36,891
2268557,四季 Времена года,36,892
1296563,隔墙花 La femme d'à côté,36,893
1292785,空前绝后满天飞 Airplane!,36,894
1303466,亲爱的日记 Caro diario,36,895
1297320,艳舞女郎 Showgirls,36,896
1299485,朱丽叶与魔鬼 Giulietta degli spiriti,36,897
1295834,极度空间 They Live,36,898
1293623,扎布里斯基角 Zabriskie Point,36,899
1304347,饶舌 Tongues Untied,36,900
1292520,色情酒店 Exotica,37,901
1292669,血溅十三号警署 Assault on Precinct 13,37,902
1299898,夜深血红 Profondo rosso,37,903
1303412,礼物 It's a Gift,37,904
2135352,终点旅店 Hôtel Terminus,37,905
1427359,故乡 Heimat - Eine Chronik in elf Teilen,37,906
1465471,幽灵马车 Körkarlen,37,907
3047754,温蒂和露西 Wendy and Lucy,37,908
1303456,河流,37,909
1416910,雾码头 Le quai des brumes,37,910
1437408,犯罪生涯 Ensayo de un crimen,37,911
1306069,小早川家之秋 小早川家の秋,37,912
4067195,米克的近路 Meek's Cutoff,37,913
1981967,福利 Welfare,37,914
1302911,沙漠中的西蒙 Simón del desierto,37,915
10438585,禁忌 Tabu,37,916
1962587,外来人 Ceddo,37,917
1293177,桃色血案 Anatomy of a Murder,37,918
1316522,一个美国人在巴黎 An American in Paris,37,919
1305431,恶魔之夜 Night of the Demon,37,920
1292889,基督最后的诱惑 The Last Temptation of Christ,37,921
1722722,佐恩引理 Zorn's Lemma,37,922
21323277,幻梦墓园 รักที่ขอนแก่น,37,923
1299716,源泉 The Fountainhead,37,924
1293839,罗马假日 Roman Holiday,37,925
1940179,星期天的人们 Menschen am Sonntag,38,926
1296339,爱在黎明破晓前 Before Sunrise,38,927
1296519,喋血双雄 喋血雙雄,38,928
1308755,僵尸肖恩 Shaun of the Dead,38,929
1292891,烽火赤焰万里情 Reds,38,930
1300790,第七天堂 7th Heaven,38,931
1306218,屠夫 Le boucher,38,932
1302399,血尸夜 Near Dark,38,933
1302542,血迷宫 Blood Simple,38,934
1422917,暴力史 A History of Violence,38,935
1292985,七美人 Pasqualino Settebellezze,38,936
1292509,珍妮的画像 Portrait of Jennie,38,937
1424334,洞 Le trou,38,938
1463715,飞蛾之光 Mothlight,38,939
1979027,安逸人生 Il Sorpasso,38,940
1300106,美国风情画 American Graffiti,38,941
1293045,肮脏的哈里 Dirty Harry,38,942
1921860,大象 Elephant,38,943
2978169,从云端到反抗 Dalla nube alla resistenza,38,944
1427865,赤裸童年 L'enfance nue,38,945
1292330,恋恋风尘 戀戀風塵,38,946
1306486,母狗 La Chienne,38,947
1291552,指环王3：王者无敌 The Lord of the Rings: The Return of the King,38,948
2142191,"赫鲁斯塔廖夫，开车！ Хрусталёв, машину!",38,949
3828369,"日记 1973-1983 יומן, 1973-1983",38,950
1293172,末代皇帝 The Last Emperor,39,951
1308074,回归 Возвращение,39,952
1300930,冰风暴 The Ice Storm,39,953
1298366,斯巴达克斯 Spartacus,39,954
1292062,美国丽人 American Beauty,39,955
1297548,黑暗时代 Excalibur,39,956
3118188,甜蜜的梦魇 Mababangong Bangungot,39,957
1296289,奥赛罗 Othello,39,958
2028645,拆弹部队 The Hurt Locker,39,959
1293698,铁窗喋血 Cool Hand Luke,39,960
1652587,阿凡达 Avatar,39,961
3012443,被咒之爱 Amor de Perdição,39,962
1433496,决斗 Duel,39,963
1295644,这个杀手不太冷 Léon,39,964
1299026,焦点新闻 Z,39,965
1825703,碧海青天夜夜心 The Tarnished Angels,39,966
1297424,奥林匹亚1：民族的节日 Olympia 1. Teil - Fest der Völker,39,967
1300957,小丑之夜 Gycklarnas afton,39,968
1297016,枪疯 Gun Crazy,39,969
1299857,漫长的告别 Долгие проводы,39,970
1294860,阳光下的决斗 Duel in the Sun,39,971
1293760,捉鬼敢死队 Ghostbusters,39,972
2155524,真心的苏西 True Heart Susie,39,973
1292646,情枭的黎明 Carlito's Way,39,974
1301230,夺魂索 Rope,39,975
1434232,"我是一个黑人 Moi, un noir",40,976
1295728,早餐俱乐部 The Breakfast Club,40,977
1771234,疯狂的一页 狂った一頁,40,978
1437326,狐及其友 Faustrecht der Freiheit,40,979
1303247,午后枪声 Ride the High Country,40,980
1296736,钢琴家 The Pianist,40,981
1292937,特殊任务 The Last Detail,40,982
1299536,不良少女莫妮卡 Sommaren med Monika,40,983
1848297,鲁莽时刻 The Reckless Moment,40,984
1763134,汉江怪物 괴물,40,985
1963079,安纳塔汉 Anatahan,40,986
1436858,衣冠禽兽 La bête humaine,40,987
1294654,一千零一夜 Il fiore delle mille e una notte,40,988
1394342,通往绞刑架的电梯 Ascenseur pour l'échafaud,40,989
1850440,没有和解 Nicht versöhnt oder Es hilft nur Gewalt wo Gewalt herrscht,40,990
1303083,怪谈 怪談,40,991
1306028,浪子春潮 Saturday Night and Sunday Morning,40,992
1301978,吉尔达 Gilda,40,993
10552811,汉兹沃思的歌 Handsworth Songs,40,994
2344919,怒焰骄阳 Sholay,40,995
1293683,艾德·伍德 Ed Wood,40,996
1298736,甜妹妹 Sweetie,40,997
1294240,教父3 The Godfather: Part III,40,998
1429053,第二号 Numéro deux,40,999
